EIN,ObjectId,FormType,TaxPeriod,TaxYear,OrganizationName,TotalAssetsBkEOY,TotalLiabilitiesBkEOY
464739424,201721359349204307,990EZ,2016-12-31,2016,South Carolina Community Capital Alliance,15278,275
464739424,201600989349200735,990EZ,2015-12-31,2015,South Carolina Community Capital Alliance,15768,11549
832793397,202640599349200424,990EZ,2025-12-31,2025,NATIONAL DISABILITY CDFI COALITION,13109,
860709745,202512879349200616,990EZ,2025-07-31,2024,GREEN VALLEY CONCERT BAND INC,145747,
860709745,202402859349201110,990EZ,2024-07-31,2023,GREEN VALLEY CONCERT BAND INC,149043,
133874264,201423099349201127,990EZ,2014-06-30,2013,,13364,0
133874264,201333179349202773,990EZ,2013-06-30,2012,HUDSON VALLEY AFFORDABLE HOUSING FINANCE,13364,
161596827,202600869349200105,990EZ,2025-12-31,2025,GREATER CAPITAL ASSOCIATION OF REALTORS COMMUNITY OUTREACH FUND,17090,0
161596827,202540879349200309,990EZ,2024-12-31,2024,GREATER CAPITAL ASSOCIATION OF REALTORS COMMUNITY OUTREACH FUND,26160,0
202863836,202640499349201009,990EZ,2025-12-31,2025,THE CAPITOLA PUBLIC SAFETY & COMMUNITY SERVICE FOUNDATION,44217,
202863836,202531339349201308,990EZ,2024-12-31,2024,THE CAPITOLA PUBLIC SAFETY & COMMUNITY SERVICE FOUNDATION,34984,
366111432,202541549349200249,990EZ,2024-12-31,2024,DR MAX THOREK STUDENT LOAN FUND INC,310240,
366111432,202431579349200813,990EZ,2023-12-31,2023,DR MAX THOREK STUDENT LOAN FUND INC,301817,176
426076075,202340249349200014,990EZ,2021-09-30,2020,MALVERN COMMUNITY STUDENT LOAN FUND,423235,
473434993,202503169349202845,990EZ,2024-12-31,2024,CRESCENT COMMUNITY CHARITIES OF THE CAPITAL REGION INCORPORATED,7271,0
473434993,202423069349201002,990EZ,2023-12-31,2023,CRESCENT COMMUNITY CHARITIES OF THE CAPITAL REGION INCORPORATED,8741,0
853101985,202431309349202043,990EZ,2023-12-31,2023,CAPITAL DISTRICT COMMUNITY ENERGY INC,18330,7291
853101985,202323179349205612,990EZ,2022-12-31,2022,CAPITAL DISTRICT COMMUNITY ENERGY INC,49610,0
850533174,202522799349200007,990EZ,2025-05-31,2024,Green Hill High School Band Boosters,31529,
850533174,202541009349200404,990EZ,2024-05-31,2023,Green Hill High School Band Boosters,43426,0
237275321,202530479349200203,990EZ,2024-09-30,2023,AVON LAKE KIWANIS SCHOLARSHIP FUND,5556,
237275321,202412279349201901,990EZ,2023-09-30,2022,AVON LAKE KIWANIS SCHOLARSHIP FUND,2168,
463160643,201712869349200221,990EZ,2017-05-31,2016,NORTH GREENE HIGH SCHOOL BAND BOOST,17362,0
850930285,202503049349201750,990EZ,2024-12-31,2024,DETROIT CDFI COALITION,20170,500
933840960,202503139349200230,990EZ,2024-12-31,2024,MICHIGAN CDFI COALITION,114738,25000
161668947,202000429349200205,990EZ,2018-12-31,2018,YOUTHBUILD LOAN FUND INC,0,0
161668947,201813099349201086,990EZ,2017-12-31,2017,YOUTHBUILD LOAN FUND INC,39273,141530
201757413,202513189349204136,990EZ,2024-12-31,2024,GLOUCESTER TOWNSHIP HOUSING FINANCE CORPORATION,0,
201757413,202403209349204895,990EZ,2023-12-31,2023,GLOUCESTER TOWNSHIP HOUSING FINANCE CORPORATION,0,
640836339,201831169349200828,990EZ,2017-09-30,2016,CDF CHARITIES INC,0,0
640836339,201720739349200912,990EZ,2016-09-30,2015,CDF CHARITIES INC,90925,0
742941920,202202209349200925,990EZ,2021-12-31,2021,TEXAS HOUSING FINANCE CORPORATION DALLAS FUND,0,
742941920,202111329349200906,990EZ,2020-12-31,2020,TEXAS HOUSING FINANCE CORPORATION DALLAS FUND,0,
954194650,202211129349201416,990EZ,2021-12-31,2021,Richard Heyser Scholarship Loan Fund Inc,144181,
954194650,202241159349201024,990EZ,2020-12-31,2020,Richard Heyser Scholarship Loan Fund Inc,138308,
133132485,202203199349206140,990EZ,2022-06-30,2021,WOMEN IN HOUSING AND FINANCE INC,103676,0
226063186,202501959349200615,990EZ,2025-05-31,2024,MEMORIAL SCHOLARSHIP LOAN FUND OF THE COLLEGE CLUB OF RIDGEWOOD INC,79496,0
226063186,202442609349200969,990EZ,2024-05-31,2023,MEMORIAL SCHOLARSHIP LOAN FUND OF THE COLLEGE CLUB OF RIDGEWOOD INC,69166,0
461842173,202501359349209255,990EZ,2024-06-30,2023,Capital Community Voices Inc,34921,968
461842173,202322229349200817,990EZ,2023-06-30,2022,Capital Community Voices Inc,34266,1346
936036227,202021929349201952,990EZ,2019-12-31,2019,Coquille Student Loan Fund Inc,142145,
936036227,201902319349200330,990EZ,2018-12-31,2018,Coquille Student Loan Fund Inc,165085,
943436183,202231609349200428,990EZ,2022-05-31,2021,BUTLER COUNTY MEMORIAL HOSPITAL NURSES ALUMNAE ASSOCIATION,0,0
991439461,202521559349200902,990EZ,2024-12-31,2024,Minnesota CDFI Coalition,11512,0
994258898,202630729349200413,990EZ,2025-07-31,2025,TEXAS HOMES COMMUNITY DEVELOPMENT FINANCIAL INSTITUTION (THCDFI),258300,192000
994258898,202502339349200100,990EZ,2024-12-31,2024,Texas Homes Community Development Financial Institution,65208,
204179690,202412199349200226,990EZ,2023-12-31,2023,Downtown Stockton Enterprise Loan Fund,219139,
204179690,202323179349205087,990EZ,2022-12-31,2022,Downtown Stockton Enterprise Loan Fund,215280,
521152675,202630139349202153,990EZ,2025-08-31,2024,WOMEN IN HOUSING AND FINANCE INC,233753,50210
521152675,202530219349200308,990EZ,2024-08-31,2023,WOMEN IN HOUSING AND FINANCE INC,172002,46058
770305877,201803199349204715,990EZ,2017-12-31,2017,CDF SAN LUIS OBISPO COUNTY FIREFIGHTERS BENEVOLENT ASSOCIATION,51112,0
770305877,201743179349204009,990EZ,2016-12-31,2016,CDF SAN LUIS OBISPO COUNTY FIREFIGHTERS BENEVOLENT ASSOCIATION,57406,0
